,geometry,site_id,name,id,code,type
436,POINT Z (-8.81306670566552 42.18398166309945 87.76921083033085),13450,Vigo,13450M001,VIGO,GNSS
437,POINT Z (-6.920294560554343 37.19998315101036 81.82958411239088),13451,Huelva,13451M001,HUEL,GNSS
438,POINT Z (1.4489676582551152 38.911249615045165 59.85663683246821),13454,Ibiza tide gaug,13454S001,IBIZ,GNSS
439,POINT Z (-0.8821592780085404 41.633399316907614 296.0925287939608),13462,Zaragoza,13462M001,ZARA,GNSS
440,POINT Z (-0.0832080128429933 39.90518137855162 72.8880221080035),13480,Borriana,13480M001,BORR,GNSS
441,POINT Z (4.387566065388237 51.986013645896236 74.25258705858141),13502,DELFT,13502M006,DLFT,GNSS
442,POINT Z (4.387463007338437 51.98602042166927 75.82544134836644),13502,DELFT,13502M009,DLF1,GNSS
443,POINT Z (5.809646580009087 52.17842822475111 96.84499933943152),13504,KOOTWIJK,13504M003,KOSG,GNSS
444,POINT Z (5.818231690960825 52.173359598203575 104.80480794608593),13504,KOOTWIJK,13504M005,KOS1,GNSS
445,POINT Z (6.60450802534026 52.91461253922905 82.28685304615647),13506,WESTERBORK,13506M005,WSRT,GNSS
446,POINT Z (5.683612240503225 50.75824202104087 103.83292615320534),13533,Eijsden,13533M001,EIJS,GNSS
447,POINT Z (5.219391821711355 53.36274016206269 56.10501992236823),13534,Terschelling,13534M001,TERS,GNSS
448,POINT Z (4.5560637998284435 52.461975480500875 54.06373116374016),13537,IJmuiden,13537M001,IJMU,GNSS
449,POINT Z (3.5973305819176997 51.44287942916293 54.41218717582524),13538,Vlissingen,13538M001,VLIS,GNSS
450,POINT Z (-6.363454954795529 53.291473666239774 163.76817078702152),13630,Tallaght,13630M001,TLLG,GNSS
451,POINT Z (-8.668375276322813 37.0989398574828 62.72249632328749),13903,Lagos,13903M001,LAGO,GNSS
452,POINT Z (-9.418518804115767 38.693416641675505 76.02009321097285),13909,Cascais,13909S001,CASC,GNSS
453,POINT Z (-16.907614309338648 32.64794942326328 78.43029488157481),13911,Funchal,13911S001,FUNC,GNSS
454,POINT Z (7.465279354386589 46.87709896422593 956.3394707161933),14001,Zimmerwald,14001M004,ZIMM,GNSS
455,POINT Z (7.46510593204288 46.87714211222786 954.2999193975702),14001,Zimmerwald,14001M006,ZIMJ,GNSS
456,POINT Z (7.465033268098943 46.87709519259474 956.4231173545122),14001,Zimmerwald,14001M008,ZIM2,GNSS
457,POINT Z (7.4642537882171816 46.923748441770044 611.2079620761797),14014,Wabern,14014M002,WAB2,GNSS
458,POINT Z (13.0660940839976 52.37929871375904 144.4182449914515),14106,Potsdam,14106M003,POTS,GNSS
459,POINT Z (13.729714087390958 51.02982892124185 203.635241095908),14108,DRESDEN,14108M002,DREJ,GNSS
460,POINT Z (14.120926405518478 52.20912510914855 159.4710373338312),14114,Lindenberg,14114M002,LDB2,GNSS
461,POINT Z (11.349604459401718 53.04970825587882 61.72672194708139),14115,GORLEBEN,14115M002,GOR2,GNSS
462,POINT Z (12.87891252827538 49.14419981760488 666.0272074639797),14201,Wettzell,14201M010,WTZR,GNSS
463,POINT Z (12.878943602141677 49.14423041859539 665.9369462998584),14201,Wettzell,14201M011,WTZT,GNSS
464,POINT Z (12.878935510132907 49.14420261751649 665.933579498902),14201,Wettzell,14201M012,WTZJ,GNSS
465,POINT Z (12.878905902111223 49.144226993972595 665.9223619019613),14201,Wettzell,14201M013,WTZA,GNSS
466,POINT Z (12.878906785936344 49.14421362792125 665.8949785027653),14201,Wettzell,14201M014,WTZZ,GNSS
467,POINT Z (12.878630698102114 49.144788670642576 663.4217370450497),14201,Wettzell,14201M015,WTZS,GNSS
468,POINT Z (10.47630540416228 53.05063364123248 152.21280017402023),14202,HOHENBUNSTORF,14202M003,HOBU,GNSS
469,POINT Z (11.279873048667456 48.08617122722975 641.4293608115986),14208,Oberpfaffenhofe,14208M003,OBE2,GNSS
470,POINT Z (11.27785748864314 48.08480534371744 650.49682475999),14208,Oberpfaffenhofe,14208M007,OBE4,GNSS
471,POINT Z (6.881870362252212 50.52529955737892 403.5254209646955),14209,EFFELSBERG,14209M002,EFBG,GNSS
472,POINT Z (8.411261627105198 49.01124681028327 182.87025381065905),14216,KARLSRUHE,14216M001,KARL,GNSS
473,POINT Z (10.459749091684742 52.29619074953196 130.25249883159995),14234,BRAUNSCHWEIG,14234M001,PTBB,GNSS
474,POINT Z (7.893094451720823 54.17448271536944 48.403854119591415),14264,HELGOLAND ISLAN,14264M001,HELG,GNSS
475,POINT Z (12.374100870822234 51.353981651748526 178.39961504284292),14267,LEIPZIG,14267M001,LEIJ,GNSS
476,POINT Z (6.666432540002667 53.57890902005453 53.03100081067532),14268,Borkum,14268M002,BORJ,GNSS
477,POINT Z (6.74791978070199 53.557427322252956 48.75265720393509),14268,Borkum,14268M003,TGBF,GNSS
478,POINT Z (12.101427559004923 54.16978966993039 50.735241767950356),14277,WARNEMUENDE,14277M002,WARN,GNSS
479,POINT Z (6.431629932363432 51.03530705212248 156.18328315205872),14278,TITZ-JACKERATH,14278M001,TITZ,GNSS
480,POINT Z (6.431579381280885 51.03523343805757 156.09880944062024),14278,TITZ-JACKERATH,14278M002,TIT2,GNSS
481,POINT Z (8.664969641030254 50.09057947459682 178.23079828266054),14279,FRANKFURT,14279M001,FFMJ,GNSS
482,POINT Z (7.5961689373396055 47.83394939800473 278.31248813681304),14280,HUEGELHEIM,14280M001,HUEG,GNSS
483,POINT Z (13.643295352588327 54.51359189841286 68.21162660047412),14281,Sassnitz,14281M001,SASS,GNSS
484,POINT Z (10.156799225775053 54.372923618041376 47.708995764143765),14285,KIEL-HOLTENAU,14285M002,HOL2,GNSS
485,POINT Z (6.699673496026543 49.37156582395055 227.60566520970315),14286,Dillingen - Saa,14286M001,DILL,GNSS
486,POINT Z (8.342231307200905 52.588055634810544 81.69062124937773),14287,Diepholz - Nied,14287M001,DIEP,GNSS
487,POINT Z (8.609855726942438 50.227978273407295 261.2472544154152),14288,Bad Homburg,14288M001,BADH,GNSS
488,POINT Z (11.875893957792728 50.312903977687775 614.9355364060029),14289,Hof,14289M001,HOFJ,GNSS
489,POINT Z (33.3964480773439 35.140987722758474 190.00982809159905),14302,NICOSIA-ATHALAS,14302M001,NICO,GNSS
490,POINT Z (14.543718333609467 46.048135143672944 351.67492678016424),14501,Ljubljana,14501M001,GSR1,GNSS
491,POINT Z (20.79405316104781 41.12731269645375 773.0159369017929),15601,Ohrid,15601M001,ORID,GNSS
492,POINT Z (15.377704399316926 40.078184035175845 899.3304625377059),18515,Camerota,18515M001,BULG,GNSS
493,POINT Z (6.075989841841915 43.12389533382314 95.12871279194951),18645,La Crau,18645M001,CRAU,GNSS
494,POINT Z (-4.496510576375745 48.481010107227654 124.52166682388633),18664,Bourg-Blanc,18664M001,BGBC,GNSS
495,POINT Z (5.913157955998861 43.11738261895498 51.90170586388558),18682,Toulon,18682M001,TLTG,GNSS
496,POINT Z (13.501962874402688 43.60282672212606 109.80440519656986),19007,Ancona,19007M002,ANCG,GNSS
497,POINT Z (-5.052332834842174 58.45877160239322 64.9545555151999),19128,Kinlochbervie,19128M001,KINL,GNSS
498,POINT Z (-1.9105489224463243 50.77585650801752 68.73578270990402),19138,Poole,19138M001,POOL,GNSS
499,POINT Z (-4.642065615533696 53.317732287015616 67.90837073326111),19146,Holyhead,19146M001,HOLY,GNSS
500,POINT Z (-2.4574818619847214 50.52178413617036 107.44368861149997),19153,Portland Bill,19153M001,PBIL,GNSS
501,POINT Z (-4.936785129048934 50.541112038709024 65.47280864231288),19154,Padstow,19154M001,PADT,GNSS
502,POINT Z (-5.166096842810224 57.90568931324447 79.86469611804932),19156,Ullapool,19156M002,ULLO,GNSS
503,POINT Z (-1.1402691286440738 60.154056308715155 51.608650715090334),19159,Lerwick,19159M001,LWTG,GNSS
504,POINT Z (-5.079171334657457 51.689316195309644 74.14458569698036),19163,Angle,19163M001,ANLX,GNSS
505,POINT Z (-3.4100489449792146 50.613447205708574 65.6680300720036),19167,Exmouth,19167M001,EXMO,GNSS
506,POINT Z (-1.212974808175764 50.65033186578168 91.09366086497903),19174,Sandown,19174M001,SANO,GNSS
507,POINT Z (1.1303411617816141 52.944866799493354 74.12766933534294),19178,Weybourne,19178M001,WEYB,GNSS
508,POINT Z (-3.9817635164342535 51.56555990615855 89.96776013914496),19193,Swansea,19193M001,SWAS,GNSS
509,POINT Z (-3.1068016323693923 51.53106834273932 93.12626145593822),19195,Cardiff,19195M002,CARF,GNSS
510,POINT Z (0.827020248087219 51.55478926974465 48.97180970944464),19197,Shoeburyness,19197M001,SHOE,GNSS
511,POINT Z (-6.2957928579136935 49.914557703203094 85.35059919580817),19201,Scilly Isles,19201M001,SCIL,GNSS
512,POINT Z (-2.951650732628773 35.281189785741866 88.81228615809232),19379,Melilla,19379M001,MELI,GNSS
513,POINT Z (-3.154173755960435 43.27687748782835 168.91381405480206),19386,Sopuerta,19386M001,SOPU,GNSS
514,POINT Z (2.165681775626275 41.34177814874052 56.09062063973397),19482,Barcelona - Pue,19482M001,BCL1,GNSS
515,POINT Z (12.354080506459846 45.43057165657374 60.4139465149492),19513,Venezia II,19513M001,VEN1,GNSS
516,POINT Z (12.336531882729227 45.43071361613225 55.43859233520925),19513,Venezia II,19513M002,PSAL,GNSS
517,POINT Z (12.357841081968186 45.43794845801439 46.753902801312506),19513,Venezia II,19513M003,VEAR,GNSS
518,POINT Z (12.249437747448608 44.67690346001691 47.714035181328654),19517,Porto Garibaldi,19517M001,GARI,GNSS
519,POINT Z (18.11149197318816 40.3349177633661 69.18924814183265),19527,Lecce,19527M001,USAL,GNSS
520,POINT Z (-1.635476361746898 49.65124204048132 54.92838703468442),19622,Cherbourg,19622M001,CHTG,GNSS
521,POINT Z (1.0844661444903967 49.929196071120884 55.24901756364852),19628,Dieppe Port aut,19628M001,DIPP,GNSS
522,POINT Z (0.1739628723415788 49.476834813601286 80.36470392066985),19648,Le Havre - Vigi,19648M001,FRAN,GNSS
523,POINT Z (-2.2029912332271713 47.27078914698729 75.457774695009),19668,Saint-Nazaire,19668M001,STNA,GNSS
524,POINT Z (2.3666989214614325 51.048068879716006 51.11011657025665),19670,Dunkerque mareg,19670M001,DUNQ,GNSS
525,POINT Z (0.2177957464768527 49.64397090771932 185.16309196222574),19714,Gonneville la M,19714M001,CT3F,GNSS
526,POINT Z (1.0503890294028073 49.81518785505964 182.41953993681818),19718,Bertreville-Sai,19718M002,CTZ3,GNSS
527,POINT Z (-1.1768023831843926 46.00943186988241 59.03332894016057),19724,Ile d'Aix,19724M001,ILDX,GNSS
528,POINT Z (4.810463607540847 43.375973783520784 60.37196692172438),19725,Salins de Girau,19725M001,PALI,GNSS
529,POINT Z (-1.4060745068367202 46.4055929880708 56.6841335054487),19820,Angles,19820M001,ANGL,GNSS
530,POINT Z (-1.0243718813723084 45.63863133429747 69.03615532442927),19821,Royan,19821M001,ROYA,GNSS
531,POINT Z (-1.8296080501472614 49.65920277520418 231.24398248177022),19833,Beaumont-Hague,19833M001,BMHG,GNSS
532,POINT Z (-1.2283149544377843 44.20063476185142 71.63470371533185),19841,Mimizan,19841M001,MIMZ,GNSS
533,POINT Z (-1.2241671030499373 44.19852749961106 78.07123524136841),19841,Mimizan,19841M002,MZAN,GNSS
534,POINT Z (-2.075975392332298 48.58993418085567 116.10586241539568),19850,Dinart Pleurtui,19850M001,DIPL,GNSS
535,POINT Z (-2.7698065195406443 47.524488271058715 83.80119476933032),19855,Sarzeau,19855M001,SARZ,GNSS
536,POINT Z (5.372711968988521 43.276761821742966 186.33248398918658),19867,Marseille,19867M001,PRIE,GNSS
537,POINT Z (2.3741181898571013 51.022949494756084 56.793836364522576),19868,Coudekerque-Bra,19868M001,COUD,GNSS
538,POINT Z (-4.760393671439151 48.44626177833637 98.54109389707446),19878,Lampaul-Plouarz,19878M001,LPPZ,GNSS
539,POINT Z (-3.902412540704414 47.86575521829654 80.41765081696212),19879,Concarneau,19879M001,KONE,GNSS
540,POINT Z (7.49728803316429 43.77443419800379 76.73584095109254),19896,Eze - Village,19896M001,EZEV,GNSS
541,POINT Z (8.790773581947795 41.91824674601734 60.80204676091671),19916,Campo dell ORO,19916M001,CAMP,GNSS
542,POINT Z (9.40250901246954 41.858329297287625 57.23578811343759),19917,Sari Solenzara,19917M001,SARI,GNSS
543,POINT Z (9.47595588807739 42.88841972866349 54.17354658897966),19920,Luri,19920M001,LURI,GNSS
544,POINT Z (1.5675576616483702 50.68035329002168 89.5883918730542),19932,Equihen,19932M001,EQHE,GNSS
545,POINT Z (-2.0274647827150343 48.641083296705865 57.745515214279294),19936,Saint-Malo,19936M001,SMTG,GNSS
546,POINT Z (-3.965724729158832 48.71843764175039 56.1115062488243),19938,Roscoff,19938M001,ROTG,GNSS
547,POINT Z (3.6991188146994127 43.39764998095395 53.90972539409995),19940,Sete,19940M001,SETE,GNSS
548,POINT Z (0.9943280161647263 49.859386855590444 129.92850003857166),19967,Ambrumesnil,19967M001,AMBL,GNSS
549,POINT Z (-0.4571254584144136 49.18270384733586 113.56133735738695),19994,Caen,19994M001,CAEN,GNSS
550,POINT Z (46.4005708493799 24.910679188040127 760.03818288818),20101,SOLAR VILLAGE -,20101M001,SOLA,GNSS
551,POINT Z (36.09991901799181 29.13886870921161 861.6082841027528),20102,Halat Ammar,20102M001,HALY,GNSS
552,POINT Z (42.04464933416852 19.211426766097865 2703.1154645988718),20103,Namas,20103M001,NAMA,GNSS
553,POINT Z (44.43840454060178 33.34141678094659 72.35732758045197),20308,Palestine stree,20308M001,ISBA,GNSS
554,POINT Z (51.334095689769676 35.69728375880403 1194.5798160228878),20404,Teheran II,20404M002,TEHN,GNSS
555,POINT Z (48.53430928918501 34.869084742628516 1750.9814353678375),20411,Hamedan,20411M001,HAMD,GNSS
556,POINT Z (34.76314185627194 30.5976072571915 886.8399776313454),20703,Mitzpe Ramon,20703S001,RAMO,GNSS
557,POINT Z (34.780899500305104 32.06799770861834 58.3755847690627),20704,TEL AVIV,20704M001,TELA,GNSS
558,POINT Z (35.02298585627408 32.77898657528189 225.11766982171685),20705,HAIFA,20705M001,BSHM,GNSS
559,POINT Z (34.92060268661232 29.509281166559862 29.556046267040074),20706,ELAT,20706M001,ELAT,GNSS
560,POINT Z (35.41648003372349 32.47933919458588 506.8060532929376),20708,MAALE GILBOA,20708S001,GILB,GNSS
561,POINT Z (35.145060660300935 33.02281769619517 103.41363852191716),20709,KIBUTZ KABRI,20709S001,KABR,GNSS
562,POINT Z (35.39207275099273 31.593202458333746 31.842789139598608),20710,METZOKI DRAGOT,20710S001,DRAG,GNSS
563,POINT Z (34.89018790172209 32.48825606630842 36.599852008745074),20713,Ceasarya,20713M001,CSAR,GNSS
564,POINT Z (34.606647378591376 31.707937923202067 55.69253763649613),20719,Ashkelon - Wast,20719M001,ALON,GNSS
565,POINT Z (32.75847061265635 39.88737197392913 976.0609442358837),20805,Ankara,20805M002,ANKR,GNSS
566,POINT Z (29.450678295110954 40.78672935761985 220.4329604478553),20806,Gebze,20806M001,TUBI,GNSS
567,POINT Z (29.01934262279713 41.104448820119 147.24500330816954),20807,Istanbul,20807M001,ISTA,GNSS
568,POINT Z (39.77556453378425 40.99470922931659 99.28262240905315),20808,Trabzon,20808M001,TRAB,GNSS
569,POINT Z (43.09344664952353 40.58845315512972 1811.8016547849402),20816,Kars,20816M001,KRS1,GNSS
570,POINT Z (27.08182228820271 38.39480768636539 74.94403629377484),20817,Izmir,20817M001,IZMI,GNSS
571,POINT Z (87.27219183452904 26.519713002475253 19.949787910096347),21504,Biratnagar 2,21504M001,BRN2,GNSS
572,POINT Z (115.89248880432758 39.608600255612856 87.49332420434803),21601,BEIJING,21601M001,BJFS,GNSS
573,POINT Z (114.35726564572856 30.531651709648603 25.80925228819251),21602,WUHAN-JIUFENG,21602M001,WUHN,GNSS
574,POINT Z (114.49101995220921 30.515565149892684 71.3103549638763),21602,WUHAN-JIUFENG,21602M006,JFNG,GNSS
575,POINT Z (114.35726599484707 30.53167965281447 28.254430662840605),21602,WUHAN-JIUFENG,21602M007,WUH2,GNSS
576,POINT Z (121.20044768362308 31.099641526230144 22.03938321955502),21605,SHANGHAI,21605M002,SHAO,GNSS
577,POINT Z (102.7971986461151 25.0295371126695 1986.205960757099),21609,KUNMING,21609M001,KUNM,GNSS
578,POINT Z (125.44420248449747 43.790685576175356 273.2670102613047),21611,Changchun,21611M002,CHAN,GNSS
579,POINT Z (87.60066995255634 43.80794981755373 858.8562316540629),21612,Urumqi,21612M001,URUM,GNSS
580,POINT Z (87.17731068759713 43.47110820541246 2028.7093486078084),21612,Urumqi,21612M003,GUAO,GNSS
581,POINT Z (91.10399503821786 29.657342072670513 3624.6754913870245),21613,Lhasa,21613M001,LHAS,GNSS
582,POINT Z (91.104030102406 29.65733339029063 3624.6066054645926),21613,Lhasa,21613M002,LHAZ,GNSS
583,POINT Z (109.2214975415785 34.36867040029667 463.9498084951192),21614,Shaanxi,21614M001,XIAN,GNSS
584,POINT Z (116.22413057232977 40.24532436417203 109.11960956826806),21616,Beijing s Ming,21616M001,BJNM,GNSS
585,POINT Z (140.65767385234724 35.9553722292844 57.88110057357699),21701,KASHIMA,21701S007,KSMV,GNSS
586,POINT Z (141.1328256692656 39.13516957992106 116.97595151234418),21702,MIZUSAWA,21702M002,MIZU,GNSS
587,POINT Z (139.4881204468687 35.71034160463271 123.52028610557318),21704,KOGANEI,21704S005,KGNI,GNSS
588,POINT Z (135.93695378730123 33.57785477885244 97.5317690866068),21726,Simosato,21726M001,SMST,GNSS
589,POINT Z (138.3620436239553 36.1331102361088 1508.6613118471578),21729,USUDA,21729S007,USUD,GNSS
590,POINT Z (140.08749602263305 36.105679154255455 67.28412113897502),21730,Tsukuba,21730S005,TSKB,GNSS
591,POINT Z (140.08711556878583 36.10557576576694 69.95072601176798),21730,Tsukuba,21730S010,TSK2,GNSS
592,POINT Z (141.84481710683323 43.528644404632715 118.56504400540143),21731,SHINTOTSUKAWA,21731S004,STK2,GNSS
593,POINT Z (142.19502624376605 27.067532408706835 104.22485117707402),21732,CHICHIJIMA / OG,21732M002,CCJ2,GNSS
594,POINT Z (142.18457461800472 27.095583431046474 208.1586634637788),21732,CHICHIJIMA / OG,21732S003,CCJM,GNSS
595,POINT Z (142.19460718747175 27.093942479553608 56.17671261448413),21732,CHICHIJIMA / OG,21732S006,P213,GNSS
596,POINT Z (139.5613844947066 35.67951447341291 108.96824380941689),21741,MITAKA,21741S002,MTKA,GNSS
597,POINT Z (130.59959604705736 31.824059974442637 314.6315897805616),21742,AIRA,21742S001,AIRA,GNSS
598,POINT Z (131.0155645628668 30.556445016254564 142.34187277778983),21749,Tanegashima Isl,21749S002,GMSD,GNSS
599,POINT Z (140.85830959982468 43.20952605784282 38.388996133580804),21753,P-Oshoro - Hokk,21753S001,P101,GNSS
600,POINT Z (127.66520980474426 26.213323750907804 38.66573018953204),21787,P-Naha - Okinaw,21787S001,P212,GNSS
601,POINT Z (139.53106099167456 35.67454462068681 93.95968068391085),21788,Chofu,21788M001,CHOF,GNSS
602,POINT Z (153.97865376256755 24.290096202855636 35.65717742592096),21789,Minamitorishima,21789S001,MCIL,GNSS
603,POINT Z (140.2189550349341 36.20883154151479 155.84286690317094),21791,Ishioka,21791M001,ISHI,GNSS
604,POINT Z (100.5339221725369 13.735913843623846 74.27724573109299),21904,Bangkok,21904S001,CUSV,GNSS
605,POINT Z (100.53393479697313 13.735991072883184 74.32510295975953),21904,Bangkok,21904S002,CUUT,GNSS
606,POINT Z (99.37437813489927 10.724651012512085 9.16081412602216),21907,Chumphon airpor,21907M001,CPNM,GNSS
607,POINT Z (98.93237971767331 18.760877317027603 308.99043533205986),21908,Chiang Mai II,21908M001,CMUM,GNSS
608,POINT Z (121.07772922620747 14.635719925760759 95.47582797519863),22003,Quezon I,22003M001,PIMO,GNSS
609,POINT Z (121.040765124923 14.535441724914739 86.65292950998992),22006,Manila - Taguig,22006M005,PTAG,GNSS
610,POINT Z (121.04126547957267 14.535402207443239 84.8858064217493),22006,Manila - Taguig,22006M006,PTGG,GNSS
611,POINT Z (120.97773828763987 13.986880822793472 60.86745848786086),22007,Kaygabok,22007M001,KAYT,GNSS
612,POINT Z (121.00182753726996 14.034039583267402 56.73513652943075),22008,Taal Volcano,22008M001,TVST,GNSS
613,POINT Z (125.13166200520108 6.064912424634283 121.114720787853),22013,General Santos,22013M001,PGEN,GNSS
614,POINT Z (35.87954223231271 32.028547961584 1074.466559883207),22201,AMMAN,22201M001,AMMN,GNSS
615,POINT Z (80.95589351751575 26.912439883824973 53.09608327690512),22305,Lucknow,22305M002,LCKI,GNSS
616,POINT Z (80.9559715095284 26.912559937802236 53.13454931322485),22305,Lucknow,22305M003,LCK2,GNSS
617,POINT Z (80.95563595829194 26.912179389892422 64.17705344595015),22305,Lucknow,22305M004,LCK3,GNSS
618,POINT Z (80.9556168562678 26.912142686709974 64.19251961261034),22305,Lucknow,22305M005,LCK4,GNSS
619,POINT Z (77.57037949015037 13.02116913243725 843.7129656262696),22306,Bangalore,22306M002,IISC,GNSS
620,POINT Z (77.51162086444633 13.034321935328013 831.868316039443),22306,Bangalore,22306M003,BAN2,GNSS
621,POINT Z (78.55087292270022 17.41726137573597 441.6960910074413),22307,Hyderabad,22307M001,HYDE,GNSS
622,POINT Z (92.71213645168332 11.637780374996433 -22.47624495252967),22308,Port Blair,22308M001,PBRI,GNSS
623,POINT Z (92.71224561788567 11.637806630296643 -22.34949269145727),22308,Port Blair,22308M002,PBR2,GNSS
624,POINT Z (92.71955608015956 11.61418817285714 -2.1964969066902995),22316,Port Blair 2,22316M001,CARI,GNSS
625,POINT Z (114.9523634544553 4.971178963723414 90.67049002926797),22501,Buket Kayu Aran,22501M001,BRUN,GNSS
626,POINT Z (103.6799602061442 1.345801562577561 75.44397997390479),22601,Nanyang Technol,22601M001,NTUS,GNSS
627,POINT Z (103.67943928576814 1.3429813814188258 92.37363426014781),22601,Nanyang Technol,22601M003,SIN1,GNSS
628,POINT Z (102.10546460008571 6.226191180504104 -0.5372367836534977),22703,Kota bahru,22703M001,GETI,GNSS
629,POINT Z (-1.2129747789850838 50.65033193300346 91.08520167600363),22712,Sandakan,22712M001,SAND,GNSS
630,POINT Z (110.42470045369394 1.4683089529260172 51.35826063994318),22716,Kuching - Unive,22716M001,UMAS,GNSS
631,POINT Z (101.50660274905663 2.784648318527197 14.895861624740064),22720,Banting,22720M001,ANMG,GNSS
632,POINT Z (73.52629031519513 4.188686084091027 -92.06427723355591),22901,Male airport,22901S001,MALD,GNSS
633,POINT Z (113.90772600183855 22.295840456913066 7.690373254939914),23004,Chek Lap Kok,23004M001,HKCL,GNSS
634,POINT Z (114.06657026063245 22.444904437252564 34.54330148268491),23006,Kam Tin,23006M001,HKKT,GNSS
635,POINT Z (113.89388009479855 22.24906427099438 350.66689560282975),23010,Ngong Ping,23010M001,HKNP,GNSS
636,POINT Z (114.22855722645664 22.247685519534524 166.37858311273158),23011,Obelisk Hill,23011M001,HKOH,GNSS
637,POINT Z (114.21322108331124 22.291033421139346 5.153456645086408),23013,Quarry Bay,23013M001,HKQT,GNSS
638,POINT Z (114.14119303056634 22.32217041067335 20.20505024213344),23014,Stonecutters Is,23014M001,HKSC,GNSS
639,POINT Z (113.92798649798326 22.372003078986772 95.2719295155257),23015,Siu Lang Shui,23015M001,HKSL,GNSS
640,POINT Z (114.18424686486154 22.395269039005683 258.6881345361471),23017,Sha Tin,23017M001,HKST,GNSS
641,POINT Z (114.33538242974815 22.434280702749934 63.76584793906659),23019,Wong Shek,23019M001,HKWS,GNSS
642,POINT Z (106.84891288439512 -6.491055232333047 158.15055988542736),23101,Cibinong,23101M002,BAKO,GNSS
643,POINT Z (106.84917426431193 -6.490365143912579 169.14565427508205),23101,Cibinong,23101M005,CIBG,GNSS
644,POINT Z (98.71472231253641 3.6216114571382563 1.8576585669070482),23104,Medan,23104M001,SAMP,GNSS
645,POINT Z (125.19043244105991 1.4389232967386065 74.96435219794512),23105,Bitung,23105M002,BTNG,GNSS
646,POINT Z (110.37246233957404 -7.763813955003509 174.27389455772936),23109,YogYakarta,23109M002,JOG2,GNSS
647,POINT Z (115.20991786482448 -8.74649983587073 39.029204562306404),23116,Benoa,23116M001,BNOA,GNSS
648,POINT Z (113.56877552697544 22.158957050266178 117.76761580165476),23201,Taipa Grande,23201M001,DSMG,GNSS
649,POINT Z (113.54249240287243 22.197414816419165 56.64545105956495),23202,FORTALEZA DO MO,23202M001,FOMO,GNSS
650,POINT Z (79.87417794978084 6.892076218731971 -78.49355898518115),23501,Colombo,23501M003,SGOC,GNSS
651,POINT Z (121.53654747078744 25.02132990268487 43.94294732064009),23601,Taipei,23601M001,TAIW,GNSS
652,POINT Z (121.16450424389001 24.953564622362403 201.42446476221085),23603,Taoyuan,23603S002,TWTF,GNSS
653,POINT Z (120.98734819504165 24.797953696028664 75.85304320976138),23604,Hsinchu,23604S001,TNML,GNSS
654,POINT Z (120.98739320699649 24.797985197332295 77.23856391198933),23604,Hsinchu,23604S002,TCMS,GNSS
655,POINT Z (120.22258556554719 22.996658944053628 98.25784427113831),23606,Tainan,23606M001,NCKU,GNSS
656,POINT Z (120.22001011213506 22.99885167346165 59.60098933894187),23606,Tainan,23606M002,CKSV,GNSS
657,POINT Z (118.3885788771029 24.463822554829576 49.1287062400952),23608,Kinmen,23608M001,KMNM,GNSS
658,POINT Z (127.36608409916661 36.3744197590431 77.46376941446215),23902,Daejeon,23902M001,TAEJ,GNSS
659,POINT Z (127.37448221635135 36.39942758813495 116.84344948641956),23902,Daejeon,23902M002,DAEJ,GNSS
660,POINT Z (127.37448261196182 36.399427688319186 116.84201994445175),23902,Daejeon,23902M003,DAE2,GNSS
661,POINT Z (127.05424380688481 37.27551350295135 82.26649893913418),23903,Suwon-Shi,23903M001,SUWN,GNSS
662,POINT Z (127.0240360325679 37.077566441109454 48.80865032132715),23904,Osan air base,23904S001,OSN1,GNSS
663,POINT Z (127.03358638934355 37.082689580089074 64.45215335674584),23904,Osan air base,23904S002,OSN4,GNSS
664,POINT Z (127.00134901947291 37.54112099255438 96.88819721713662),23906,Yongsan,23906M001,YONS,GNSS
665,POINT Z (127.30319404854842 36.522212262767894 181.21312935370952),23907,Sejong Observat,23907M001,SEJN,GNSS
666,POINT Z (127.91965975544426 35.59007072454363 927.96283597406),23910,Gamak mountain,23910M001,GAMG,GNSS
667,POINT Z (107.05232910913949 47.86506707918971 1575.535256142728),24201,Ulaanbataar - Z,24201M001,ULAB,GNSS
668,POINT Z (90.40126000661807 23.7266883682383 -32.320651611313224),24601,Dhaka,24601M001,DHAK,GNSS
669,POINT Z (50.608148942035086 26.20914405333913 -17.078666572459042),24901,BAHREIN (JUFFAR,24901M002,BHR1,GNSS
670,POINT Z (50.60814864640464 26.209143972701998 -13.886278011836112),24901,BAHREIN (JUFFAR,24901S002,BHR4,GNSS
671,POINT Z (50.608149003610706 26.20914407352898 -17.074832931160927),24901,BAHREIN (JUFFAR,24901M002,BAHR,GNSS
672,POINT Z (56.11233828966634 22.18646223464401 95.1235206015408),25001,Yibal,25001M001,YIBL,GNSS
673,POINT Z (74.7511019649254 42.99850135967117 716.3451690031216),25601,Chumysh,25601M001,CHUM,GNSS
674,POINT Z (78.61906707003936 50.71395058970626 126.16045419126749),25602,Kurchatov,25602M001,KRTV,GNSS
675,POINT Z (73.99711061734602 44.20813160204055 1012.1394529500976),25703,Sumkar,25703M001,SUMK,GNSS
676,POINT Z (31.34340024992543 29.861548165049015 148.6231659045443),30101,HELWAN,30101M001,PHLW,GNSS
677,POINT Z (27.68698223353317 -25.890103316324943 1414.1330693773925),30302,Hartebeesthoek,30302M004,HRAO,GNSS
