,geometry_type,site_id,id,title,thumbnail,url,filename,orbitNumber,ron,orbit,platform,geometry
177,Polygon,12302,99ead331-51ff-5c9a-aa6b-21e4d5d9a95b,S2B_MSIL1C_20220305T094029_N0400_R036_T34VFJ_20220305T110026.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/03/05/S2B_MSIL1C_20220305T094029_N0400_R036_T34VFJ_20220305T110026.SAFE/S2B_MSIL1C_20220305T094029_N0400_R036_T34VFJ_20220305T110026-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/99ead331-51ff-5c9a-aa6b-21e4d5d9a95b,/eodata/Sentinel-2/MSI/L1C/2022/03/05/S2B_MSIL1C_20220305T094029_N0400_R036_T34VFJ_20220305T110026.SAFE,26088,36,DESCENDING,S2B,"POLYGON ((22.679320670483 57.731166381382, 22.635080154283 56.745229662225, 24.427709947586 56.708800777329, 24.520275958602 57.6933429, 22.679320670483 57.731166381382))"
178,Polygon,12302,94148a54-0dec-5a8b-8694-484b2d89350d,S2A_MSIL2A_20220323T095031_N0400_R079_T34VFJ_20220323T122938.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/03/23/S2A_MSIL2A_20220323T095031_N0400_R079_T34VFJ_20220323T122938.SAFE/S2A_MSIL2A_20220323T095031_N0400_R079_T34VFJ_20220323T122938-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/94148a54-0dec-5a8b-8694-484b2d89350d,/eodata/Sentinel-2/MSI/L2A/2022/03/23/S2A_MSIL2A_20220323T095031_N0400_R079_T34VFJ_20220323T122938.SAFE,35254,79,DESCENDING,S2A,"POLYGON ((22.679320670483 57.731166381382, 22.635080154283 56.745229662225, 24.427709947586 56.708800777329, 24.520275958602 57.6933429, 22.679320670483 57.731166381382))"
179,Polygon,12302,24c4b2d5-c81b-5a0a-b02e-47c40ca43161,S2B_MSIL1C_20220318T095029_N0400_R079_T35VLD_20220318T104213.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/03/18/S2B_MSIL1C_20220318T095029_N0400_R079_T35VLD_20220318T104213.SAFE/S2B_MSIL1C_20220318T095029_N0400_R079_T35VLD_20220318T104213-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/24c4b2d5-c81b-5a0a-b02e-47c40ca43161,/eodata/Sentinel-2/MSI/L1C/2022/03/18/S2B_MSIL1C_20220318T095029_N0400_R079_T35VLD_20220318T104213.SAFE,26274,79,DESCENDING,S2B,"POLYGON ((25.238623240268 57.728495956791, 23.643829890032 57.697805051759, 23.73210017614 56.713098547431, 24.562326129726 56.728901616671, 24.582292085389 56.759360498376, 24.676251874926 56.901478266191, 24.770857448975 57.043517629286, 24.866302236504 57.185483268845, 24.962502180529 57.327423476637, 25.059453687762 57.469314593525, 25.157206457456 57.61108460959, 25.238623240268 57.728495956791))"
180,Polygon,12302,cabdf47f-c194-5146-b7c6-a962a58c1523,S2A_MSIL2A_20220323T095031_N0400_R079_T35VLD_20220323T122938.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/03/23/S2A_MSIL2A_20220323T095031_N0400_R079_T35VLD_20220323T122938.SAFE/S2A_MSIL2A_20220323T095031_N0400_R079_T35VLD_20220323T122938-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/cabdf47f-c194-5146-b7c6-a962a58c1523,/eodata/Sentinel-2/MSI/L2A/2022/03/23/S2A_MSIL2A_20220323T095031_N0400_R079_T35VLD_20220323T122938.SAFE,35254,79,DESCENDING,S2A,"POLYGON ((25.23384732108 57.728404046901, 23.643829890032 57.697805051759, 23.73210017614 56.713098547431, 24.557520360108 56.728810140478, 24.618264570394 56.820567271507, 24.713186619898 56.962710497537, 24.808458169462 57.104824105147, 24.904228569022 57.246800820953, 25.000732235849 57.388627014074, 25.097694253612 57.530397822078, 25.194891362941 57.672056512869, 25.23384732108 57.728404046901))"
181,Polygon,12302,4250c809-b4f9-5ecb-8b70-4192da350ca8,S2B_MSIL1C_20220315T094029_N0400_R036_T35VLD_20220315T105844.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/03/15/S2B_MSIL1C_20220315T094029_N0400_R036_T35VLD_20220315T105844.SAFE/S2B_MSIL1C_20220315T094029_N0400_R036_T35VLD_20220315T105844-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/4250c809-b4f9-5ecb-8b70-4192da350ca8,/eodata/Sentinel-2/MSI/L1C/2022/03/15/S2B_MSIL1C_20220315T094029_N0400_R036_T35VLD_20220315T105844.SAFE,26231,36,DESCENDING,S2B,"POLYGON ((23.643829890032 57.697805051759, 23.73210017614 56.713098547431, 25.525094271204 56.747227581472, 25.485183406012 57.733240869121, 23.643829890032 57.697805051759))"
182,Polygon,12302,22d78757-f3bc-5990-9e19-6e5c5a710df3,S2B_MSIL1C_20220315T094029_N0400_R036_T34VFJ_20220315T105844.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/03/15/S2B_MSIL1C_20220315T094029_N0400_R036_T34VFJ_20220315T105844.SAFE/S2B_MSIL1C_20220315T094029_N0400_R036_T34VFJ_20220315T105844-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/22d78757-f3bc-5990-9e19-6e5c5a710df3,/eodata/Sentinel-2/MSI/L1C/2022/03/15/S2B_MSIL1C_20220315T094029_N0400_R036_T34VFJ_20220315T105844.SAFE,26231,36,DESCENDING,S2B,"POLYGON ((22.679320670483 57.731166381382, 22.635080154283 56.745229662225, 24.427709947586 56.708800777329, 24.520275958602 57.6933429, 22.679320670483 57.731166381382))"
183,Polygon,12309,945db193-9df2-51e9-9fbf-a6335c2c0bda,S2B_MSIL1C_20220228T084809_N0400_R107_T37VCC_20220228T094432.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/02/28/S2B_MSIL1C_20220228T084809_N0400_R107_T37VCC_20220228T094432.SAFE/S2B_MSIL1C_20220228T084809_N0400_R107_T37VCC_20220228T094432-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/945db193-9df2-51e9-9fbf-a6335c2c0bda,/eodata/Sentinel-2/MSI/L1C/2022/02/28/S2B_MSIL1C_20220228T084809_N0400_R107_T37VCC_20220228T094432.SAFE,26016,107,DESCENDING,S2B,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
184,Polygon,12309,1d168c11-20d3-5429-898d-6f04df5351b5,S2A_MSIL2A_20220315T084731_N0400_R107_T37VCC_20220315T121954.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/03/15/S2A_MSIL2A_20220315T084731_N0400_R107_T37VCC_20220315T121954.SAFE/S2A_MSIL2A_20220315T084731_N0400_R107_T37VCC_20220315T121954-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/1d168c11-20d3-5429-898d-6f04df5351b5,/eodata/Sentinel-2/MSI/L2A/2022/03/15/S2A_MSIL2A_20220315T084731_N0400_R107_T37VCC_20220315T121954.SAFE,35139,107,DESCENDING,S2A,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
185,Polygon,12309,4b1fdac7-f076-508c-ab0c-c1b5c468c591,S2B_MSIL2A_20220320T084649_N0400_R107_T37VCC_20220320T114314.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/03/20/S2B_MSIL2A_20220320T084649_N0400_R107_T37VCC_20220320T114314.SAFE/S2B_MSIL2A_20220320T084649_N0400_R107_T37VCC_20220320T114314-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/4b1fdac7-f076-508c-ab0c-c1b5c468c591,/eodata/Sentinel-2/MSI/L2A/2022/03/20/S2B_MSIL2A_20220320T084649_N0400_R107_T37VCC_20220320T114314.SAFE,26302,107,DESCENDING,S2B,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
186,Polygon,12309,615fd4d0-229f-5a04-8fd1-2435ec930fc1,S2B_MSIL2A_20220608T084559_N0400_R107_T37VCC_20220608T105925.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/06/08/S2B_MSIL2A_20220608T084559_N0400_R107_T37VCC_20220608T105925.SAFE/S2B_MSIL2A_20220608T084559_N0400_R107_T37VCC_20220608T105925-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/615fd4d0-229f-5a04-8fd1-2435ec930fc1,/eodata/Sentinel-2/MSI/L2A/2022/06/08/S2B_MSIL2A_20220608T084559_N0400_R107_T37VCC_20220608T105925.SAFE,27446,107,DESCENDING,S2B,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
187,Polygon,12309,b798dda6-7e26-545a-94a5-09241eb1f790,S2B_MSIL2A_20220228T084809_N0400_R107_T37VCC_20220228T114700.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/02/28/S2B_MSIL2A_20220228T084809_N0400_R107_T37VCC_20220228T114700.SAFE/S2B_MSIL2A_20220228T084809_N0400_R107_T37VCC_20220228T114700-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/b798dda6-7e26-545a-94a5-09241eb1f790,/eodata/Sentinel-2/MSI/L2A/2022/02/28/S2B_MSIL2A_20220228T084809_N0400_R107_T37VCC_20220228T114700.SAFE,26016,107,DESCENDING,S2B,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
188,Polygon,12309,5035fdbb-b7c8-5386-ba96-d2d8166def4f,S2A_MSIL2A_20220302T083901_N0400_R064_T37VCC_20220302T104058.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/03/02/S2A_MSIL2A_20220302T083901_N0400_R064_T37VCC_20220302T104058.SAFE/S2A_MSIL2A_20220302T083901_N0400_R064_T37VCC_20220302T104058-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/5035fdbb-b7c8-5386-ba96-d2d8166def4f,/eodata/Sentinel-2/MSI/L2A/2022/03/02/S2A_MSIL2A_20220302T083901_N0400_R064_T37VCC_20220302T104058.SAFE,34953,64,DESCENDING,S2A,"POLYGON ((36.657499141389 55.831899210614, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 37.158343792702 56.828137722596, 37.105122550807 56.725040797516, 37.031355659966 56.580262625454, 36.958117001431 56.435490315966, 36.885414841893 56.290687232079, 36.813111042624 56.145813418907, 36.741116371605 56.000899594153, 36.669342830807 55.855951151896, 36.657499141389 55.831899210614))"
189,Polygon,12309,6d6ce501-e290-514e-a1cf-153ce915deb6,S2B_MSIL1C_20220317T083659_N0400_R064_T37VCC_20220317T104428.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/03/17/S2B_MSIL1C_20220317T083659_N0400_R064_T37VCC_20220317T104428.SAFE/S2B_MSIL1C_20220317T083659_N0400_R064_T37VCC_20220317T104428-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/6d6ce501-e290-514e-a1cf-153ce915deb6,/eodata/Sentinel-2/MSI/L1C/2022/03/17/S2B_MSIL1C_20220317T083659_N0400_R064_T37VCC_20220317T104428.SAFE,26259,64,DESCENDING,S2B,"POLYGON ((36.655551027523 55.83186251071, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 37.156994130959 56.828112006716, 37.086066300589 56.690399568598, 37.012043167601 56.545551061088, 36.938711401984 56.400649705428, 36.866001306569 56.255685584215, 36.793313514349 56.110803261399, 36.721475465154 55.96582683537, 36.655551027523 55.83186251071))"
190,Polygon,12309,1e607cce-5c67-530d-89ed-909d81340db6,S2A_MSIL1C_20220302T083901_N0400_R064_T37VCC_20220302T093828.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/03/02/S2A_MSIL1C_20220302T083901_N0400_R064_T37VCC_20220302T093828.SAFE/S2A_MSIL1C_20220302T083901_N0400_R064_T37VCC_20220302T093828-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/1e607cce-5c67-530d-89ed-909d81340db6,/eodata/Sentinel-2/MSI/L1C/2022/03/02/S2A_MSIL1C_20220302T083901_N0400_R064_T37VCC_20220302T093828.SAFE,34953,64,DESCENDING,S2A,"POLYGON ((36.657499141389 55.831899210614, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 37.158343792702 56.828137722596, 37.105122550807 56.725040797516, 37.031355659966 56.580262625454, 36.958117001431 56.435490315966, 36.885414841893 56.290687232079, 36.813111042624 56.145813418907, 36.741116371605 56.000899594153, 36.669342830807 55.855951151896, 36.657499141389 55.831899210614))"
191,Polygon,12309,fd208a84-4263-5c30-84fb-b6961c304dce,S2A_MSIL1C_20220322T083631_N0400_R064_T37VCC_20220322T095918.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/03/22/S2A_MSIL1C_20220322T083631_N0400_R064_T37VCC_20220322T095918.SAFE/S2A_MSIL1C_20220322T083631_N0400_R064_T37VCC_20220322T095918-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/fd208a84-4263-5c30-84fb-b6961c304dce,/eodata/Sentinel-2/MSI/L1C/2022/03/22/S2A_MSIL1C_20220322T083631_N0400_R064_T37VCC_20220322T095918.SAFE,35239,64,DESCENDING,S2A,"POLYGON ((36.653121063278 55.831816733379, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 37.152981098158 56.828035544099, 37.119341449024 56.762594330679, 37.045931119282 56.617874136509, 36.973056071841 56.473159417381, 36.900664863051 56.328243885331, 36.827924309508 56.183408164312, 36.755463117631 56.038534611188, 36.683569775245 55.893565849608, 36.653121063278 55.831816733379))"
192,Polygon,12309,bcb38ef7-fdb5-5b72-906d-c4a4c80a61f4,S2A_MSIL1C_20220623T084611_N0400_R107_T37VCC_20220623T093658.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/06/23/S2A_MSIL1C_20220623T084611_N0400_R107_T37VCC_20220623T093658.SAFE/S2A_MSIL1C_20220623T084611_N0400_R107_T37VCC_20220623T093658-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/bcb38ef7-fdb5-5b72-906d-c4a4c80a61f4,/eodata/Sentinel-2/MSI/L1C/2022/06/23/S2A_MSIL1C_20220623T084611_N0400_R107_T37VCC_20220623T093658.SAFE,36569,107,DESCENDING,S2A,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
193,Polygon,12309,1d47e9e1-0184-53b1-8e03-05ad1bbd9d82,S2B_MSIL1C_20220625T083609_N0400_R064_T37VCC_20220625T092310.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/06/25/S2B_MSIL1C_20220625T083609_N0400_R064_T37VCC_20220625T092310.SAFE/S2B_MSIL1C_20220625T083609_N0400_R064_T37VCC_20220625T092310-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/1d47e9e1-0184-53b1-8e03-05ad1bbd9d82,/eodata/Sentinel-2/MSI/L1C/2022/06/25/S2B_MSIL1C_20220625T083609_N0400_R064_T37VCC_20220625T092310.SAFE,27689,64,DESCENDING,S2B,"POLYGON ((36.644988947369 55.831663535008, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 37.146203724263 56.827906410904, 37.088472810979 56.71544605431, 37.01444259883 56.570634603045, 36.941110470125 56.425735752262, 36.86818688245 56.280827428989, 36.795565614102 56.13595751865, 36.723687712272 55.991012653996, 36.6520709217 55.846097155414, 36.644988947369 55.831663535008))"
194,Polygon,12309,417ed089-a835-5a7d-8438-ea399db67583,S2A_MSIL1C_20220723T084611_N0400_R107_T37VCC_20220723T104913.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/07/23/S2A_MSIL1C_20220723T084611_N0400_R107_T37VCC_20220723T104913.SAFE/S2A_MSIL1C_20220723T084611_N0400_R107_T37VCC_20220723T104913-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/417ed089-a835-5a7d-8438-ea399db67583,/eodata/Sentinel-2/MSI/L1C/2022/07/23/S2A_MSIL1C_20220723T084611_N0400_R107_T37VCC_20220723T104913.SAFE,36998,107,DESCENDING,S2A,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
195,Polygon,12309,6d135338-8ba7-5b86-9dc4-9d211a4324cf,S2B_MSIL1C_20220817T084559_N0400_R107_T37VCC_20220817T093139.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/08/17/S2B_MSIL1C_20220817T084559_N0400_R107_T37VCC_20220817T093139.SAFE/S2B_MSIL1C_20220817T084559_N0400_R107_T37VCC_20220817T093139-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/6d135338-8ba7-5b86-9dc4-9d211a4324cf,/eodata/Sentinel-2/MSI/L1C/2022/08/17/S2B_MSIL1C_20220817T084559_N0400_R107_T37VCC_20220817T093139.SAFE,28447,107,DESCENDING,S2B,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
196,Polygon,12309,ab7a93ed-5403-5515-a556-3bb44440c98e,S2B_MSIL1C_20220608T084559_N0400_R107_T37VCC_20220608T092801.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/06/08/S2B_MSIL1C_20220608T084559_N0400_R107_T37VCC_20220608T092801.SAFE/S2B_MSIL1C_20220608T084559_N0400_R107_T37VCC_20220608T092801-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/ab7a93ed-5403-5515-a556-3bb44440c98e,/eodata/Sentinel-2/MSI/L1C/2022/06/08/S2B_MSIL1C_20220608T084559_N0400_R107_T37VCC_20220608T092801.SAFE,27446,107,DESCENDING,S2B,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
197,Polygon,12309,9a1762d2-2105-535d-afd2-179ebdcb3c77,S2A_MSIL1C_20220630T083611_N0400_R064_T37VCC_20220630T104238.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/06/30/S2A_MSIL1C_20220630T083611_N0400_R064_T37VCC_20220630T104238.SAFE/S2A_MSIL1C_20220630T083611_N0400_R064_T37VCC_20220630T104238-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/9a1762d2-2105-535d-afd2-179ebdcb3c77,/eodata/Sentinel-2/MSI/L1C/2022/06/30/S2A_MSIL1C_20220630T083611_N0400_R064_T37VCC_20220630T104238.SAFE,36669,64,DESCENDING,S2A,"POLYGON ((36.646194607219 55.831686248054, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 37.146181965276 56.827905996318, 37.132089944125 56.800573968547, 37.058045443353 56.65581817151, 36.984511346968 56.51110982733, 36.911662550784 56.366395224671, 36.839367514796 56.221612713629, 36.76711111455 56.076823927164, 36.695464497705 55.931893499822, 36.646194607219 55.831686248054))"
198,Polygon,12309,d7bee3f7-59be-56f4-a43d-fc2e6cf4be21,S2B_MSIL1C_20220628T084609_N0400_R107_T37VCC_20220628T093149.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/06/28/S2B_MSIL1C_20220628T084609_N0400_R107_T37VCC_20220628T093149.SAFE/S2B_MSIL1C_20220628T084609_N0400_R107_T37VCC_20220628T093149-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/d7bee3f7-59be-56f4-a43d-fc2e6cf4be21,/eodata/Sentinel-2/MSI/L1C/2022/06/28/S2B_MSIL1C_20220628T084609_N0400_R107_T37VCC_20220628T093149.SAFE,27732,107,DESCENDING,S2B,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
199,Polygon,12309,ead53c8d-0368-57a6-ae91-e4b61bf2b806,S2A_MSIL1C_20220521T083611_N0400_R064_T37VCC_20220521T104448.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/05/21/S2A_MSIL1C_20220521T083611_N0400_R064_T37VCC_20220521T104448.SAFE/S2A_MSIL1C_20220521T083611_N0400_R064_T37VCC_20220521T104448-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/ead53c8d-0368-57a6-ae91-e4b61bf2b806,/eodata/Sentinel-2/MSI/L1C/2022/05/21/S2A_MSIL1C_20220521T083611_N0400_R064_T37VCC_20220521T104448.SAFE,36097,64,DESCENDING,S2A,"POLYGON ((36.661865880684 55.831981474241, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 37.161772001579 56.828203042228, 37.146339651443 56.798267435896, 37.072561999894 56.653568530342, 36.999447615668 56.508852999864, 36.926801848182 56.364066645813, 36.854317234739 56.219232926483, 36.781868319374 56.074409226819, 36.710000251696 55.929441836145, 36.661865880684 55.831981474241))"
200,Polygon,12309,118d8198-b2c7-56ea-8fa3-ace6821b5312,S2A_MSIL2A_20220630T083611_N0400_R064_T37VCC_20220630T131415.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/06/30/S2A_MSIL2A_20220630T083611_N0400_R064_T37VCC_20220630T131415.SAFE/S2A_MSIL2A_20220630T083611_N0400_R064_T37VCC_20220630T131415-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/118d8198-b2c7-56ea-8fa3-ace6821b5312,/eodata/Sentinel-2/MSI/L2A/2022/06/30/S2A_MSIL2A_20220630T083611_N0400_R064_T37VCC_20220630T131415.SAFE,36669,64,DESCENDING,S2A,"POLYGON ((36.646194607219 55.831686248054, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 37.146181965276 56.827905996318, 37.132089944125 56.800573968547, 37.058045443353 56.65581817151, 36.984511346968 56.51110982733, 36.911662550784 56.366395224671, 36.839367514796 56.221612713629, 36.76711111455 56.076823927164, 36.695464497705 55.931893499822, 36.646194607219 55.831686248054))"
201,Polygon,12309,f19ec4ba-ef9c-5261-8d7c-9753063f1544,S2B_MSIL2A_20220817T084559_N0400_R107_T37VCC_20220817T102926.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/08/17/S2B_MSIL2A_20220817T084559_N0400_R107_T37VCC_20220817T102926.SAFE/S2B_MSIL2A_20220817T084559_N0400_R107_T37VCC_20220817T102926-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/f19ec4ba-ef9c-5261-8d7c-9753063f1544,/eodata/Sentinel-2/MSI/L2A/2022/08/17/S2B_MSIL2A_20220817T084559_N0400_R107_T37VCC_20220817T102926.SAFE,28447,107,DESCENDING,S2B,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
202,Polygon,12309,e50dcdbb-fb9a-506b-b6df-df7f21c5e2e8,S2B_MSIL2A_20220628T084609_N0400_R107_T37VCC_20220628T103352.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/06/28/S2B_MSIL2A_20220628T084609_N0400_R107_T37VCC_20220628T103352.SAFE/S2B_MSIL2A_20220628T084609_N0400_R107_T37VCC_20220628T103352-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/e50dcdbb-fb9a-506b-b6df-df7f21c5e2e8,/eodata/Sentinel-2/MSI/L2A/2022/06/28/S2B_MSIL2A_20220628T084609_N0400_R107_T37VCC_20220628T103352.SAFE,27732,107,DESCENDING,S2B,"POLYGON ((35.724465390556 56.800817214413, 35.807765253249 55.815891341463, 37.559301313885 55.848887977778, 37.52164247301 56.835059860871, 35.724465390556 56.800817214413))"
203,Polygon,12313,3b97eb59-c42d-5e42-a720-52dcfcec5f50,S2B_MSIL1C_20220105T041139_N0301_R047_T48UVC_20220105T060754.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/01/05/S2B_MSIL1C_20220105T041139_N0301_R047_T48UVC_20220105T060754.SAFE/S2B_MSIL1C_20220105T041139_N0301_R047_T48UVC_20220105T060754-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/3b97eb59-c42d-5e42-a720-52dcfcec5f50,/eodata/Sentinel-2/MSI/L1C/2022/01/05/S2B_MSIL1C_20220105T041139_N0301_R047_T48UVC_20220105T060754.SAFE,25241,47,DESCENDING,S2B,"POLYGON ((103.53152890259 52.341347802853, 105.14329076676 52.350386283733, 105.14018879864 51.363157843033, 103.56330512054 51.354432348394, 103.53152890259 52.341347802853))"
204,Polygon,12313,d67f27db-15c5-5fe6-8f00-733b22597c7f,S2A_MSIL1C_20220130T041021_N0400_R047_T48UVC_20220203T164356.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/01/30/S2A_MSIL1C_20220130T041021_N0400_R047_T48UVC_20220203T164356.SAFE/S2A_MSIL1C_20220130T041021_N0400_R047_T48UVC_20220203T164356-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/d67f27db-15c5-5fe6-8f00-733b22597c7f,/eodata/Sentinel-2/MSI/L1C/2022/01/30/S2A_MSIL1C_20220130T041021_N0400_R047_T48UVC_20220203T164356.SAFE,34507,47,DESCENDING,S2A,"POLYGON ((103.53152890259 52.341347802853, 103.56330512054 51.354432348394, 105.14018879864 51.363157843033, 105.14329076676 52.350386283733, 103.53152890259 52.341347802853))"
205,Polygon,12313,bb174814-5adb-57eb-b704-53c4075e1713,S2B_MSIL1C_20220902T040549_N0400_R047_T48UVC_20220902T060728.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/09/02/S2B_MSIL1C_20220902T040549_N0400_R047_T48UVC_20220902T060728.SAFE/S2B_MSIL1C_20220902T040549_N0400_R047_T48UVC_20220902T060728-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/bb174814-5adb-57eb-b704-53c4075e1713,/eodata/Sentinel-2/MSI/L1C/2022/09/02/S2B_MSIL1C_20220902T040549_N0400_R047_T48UVC_20220902T060728.SAFE,28673,47,DESCENDING,S2B,"POLYGON ((103.53152890259 52.341347802853, 103.56330512054 51.354432348394, 105.14018879864 51.363157843033, 105.14329076676 52.350386283733, 103.53152890259 52.341347802853))"
